user,item,timestamp,datetime,gap_sec
226,17576,1656683994401,2022-07-01 13:59:54.401,400.575
227,13285,1661308305560,2022-08-24 02:31:45.560,160.59
235,7923,1661232594508,2022-08-23 05:29:54.508,3221.835
235,2860,1661234511248,2022-08-23 06:01:51.248,1916.74
239,612,1661608988085,2022-08-27 14:03:08.085,1286.762
241,11351,1660286869251,2022-08-12 06:47:49.251,518.493
241,11345,1661836356754,2022-08-30 05:12:36.754,1059.68
248,6875,1659296282966,2022-07-31 19:38:02.966,164.829
254,11978,1658113159611,2022-07-18 02:59:19.611,2235.293
257,7281,1656930744441,2022-07-04 10:32:24.441,768.73
263,4470,1661237403821,2022-08-23 06:50:03.821,584.387
273,15931,1660376674487,2022-08-13 07:44:34.487,334.032
273,12203,1660437502265,2022-08-14 00:38:22.265,793.97
273,8624,1660444686369,2022-08-14 02:38:06.369,276.026
273,16541,1662648755387,2022-09-08 14:52:35.387,1582.284
274,10133,1660269149660,2022-08-12 01:52:29.660,3239.338
282,4863,1660999681790,2022-08-20 12:48:01.790,2667.067
295,3566,1658016339673,2022-07-17 00:05:39.673,1154.51
299,14696,1661411310285,2022-08-25 07:08:30.285,1991.656
303,17204,1660821156643,2022-08-18 11:12:36.643,3032.966
304,15152,1660778396029,2022-08-17 23:19:56.029,126.59
304,5262,1660778674589,2022-08-17 23:24:34.589,278.56
309,7171,1658320459198,2022-07-20 12:34:19.198,1060.231
311,11888,1662026211624,2022-09-01 09:56:51.624,276.108
314,11841,1660276035022,2022-08-12 03:47:15.022,2270.296
315,3466,1661059818908,2022-08-21 05:30:18.908,101.542
318,18304,1662724405518,2022-09-09 11:53:25.518,3521.47
319,12865,1660813665631,2022-08-18 09:07:45.631,354.195
319,17002,1660814497189,2022-08-18 09:21:37.189,831.558
328,5310,1660001827662,2022-08-08 23:37:07.662,687.257
332,8474,1655438913904,2022-06-17 04:08:33.904,792.569
339,13739,1659619066069,2022-08-04 13:17:46.069,519.691
362,16111,1658906539969,2022-07-27 07:22:19.969,658.76
364,7751,1656861282765,2022-07-03 15:14:42.765,513.141
377,11935,1658863337338,2022-07-26 19:22:17.338,3504.398
381,17459,1660398161658,2022-08-13 13:42:41.658,1570.516
381,7154,1660401754812,2022-08-13 14:42:34.812,3593.154
399,3637,1662359447144,2022-09-05 06:30:47.144,14.463
401,18238,1660816515501,2022-08-18 09:55:15.501,2959.958
406,3073,1662871181412,2022-09-11 04:39:41.412,649.47
412,5228,1658545920225,2022-07-23 03:12:00.225,246.04
414,18701,1656831515723,2022-07-03 06:58:35.723,247.814
422,11934,1662976220709,2022-09-12 09:50:20.709,120.223
432,18919,1658477472387,2022-07-22 08:11:12.387,1258.303
443,19714,1657965890332,2022-07-16 10:04:50.332,753.67
450,5940,1662090692202,2022-09-02 03:51:32.202,232.691
455,3209,1660737568144,2022-08-17 11:59:28.144,1218.6
455,19072,1662378765952,2022-09-05 11:52:45.952,124.191
459,13564,1657457323890,2022-07-10 12:48:43.890,1485.364
460,14702,1655212172249,2022-06-14 13:09:32.249,2087.036
472,478,1661065196666,2022-08-21 06:59:56.666,621.513
479,5523,1655875366509,2022-06-22 05:22:46.509,426.927
490,11918,1662828368370,2022-09-10 16:46:08.370,2394.919
524,16591,1656929665915,2022-07-04 10:14:25.915,1748.843
529,8891,1658028554243,2022-07-17 03:29:14.243,296.325
530,14223,1662118920515,2022-09-02 11:42:00.515,2937.77
532,8972,1661569380203,2022-08-27 03:03:00.203,424.007
537,8271,1662459370835,2022-09-06 10:16:10.835,515.301
541,14126,1657760608760,2022-07-14 01:03:28.760,47.323
549,10202,1661693198784,2022-08-28 13:26:38.784,2959.364
550,16981,1659920388013,2022-08-08 00:59:48.013,45.957
555,4867,1659693694112,2022-08-05 10:01:34.112,85.083
555,13623,1661443200102,2022-08-25 16:00:00.102,2228.975
565,5410,1660831949243,2022-08-18 14:12:29.243,2996.208
570,12710,1655825030444,2022-06-21 15:23:50.444,162.135
572,6709,1658759814801,2022-07-25 14:36:54.801,309.702
578,11805,1661217793053,2022-08-23 01:23:13.053,1108.96
581,4184,1658499171480,2022-07-22 14:12:51.480,1244.533
588,19433,1658634017010,2022-07-24 03:40:17.010,187.995
588,3842,1658635056109,2022-07-24 03:57:36.109,1039.099
589,12196,1656464648356,2022-06-29 01:04:08.356,1225.168
599,5838,1655216640997,2022-06-14 14:24:00.997,1548.353
601,9266,1662861950483,2022-09-11 02:05:50.483,3217.105
609,8338,1659871657476,2022-08-07 11:27:37.476,588.058
613,10775,1656925051542,2022-07-04 08:57:31.542,455.832
615,18647,1649694966933,2022-04-11 16:36:06.933,884.277
625,2461,1659943907341,2022-08-08 07:31:47.341,2237.637
637,1024,1661753877199,2022-08-29 06:17:57.199,54.817
637,3243,1661754118862,2022-08-29 06:21:58.862,241.663
638,7000,1652847911475,2022-05-18 04:25:11.475,315.916
643,7039,1659831207236,2022-08-07 00:13:27.236,644.177
647,9063,1662676553969,2022-09-08 22:35:53.969,1304.727
654,17778,1662785926734,2022-09-10 04:58:46.734,911.324
654,11819,1662785953813,2022-09-10 04:59:13.813,27.079
662,863,1660031794716,2022-08-09 07:56:34.716,82.097
662,14234,1662467284600,2022-09-06 12:28:04.600,329.182
668,18821,1656844919859,2022-07-03 10:41:59.859,171.328
670,6337,1660139539674,2022-08-10 13:52:19.674,87.044
670,17069,1660141637613,2022-08-10 14:27:17.613,2097.939
670,2780,1660142295576,2022-08-10 14:38:15.576,657.963
670,11605,1660209821211,2022-08-11 09:23:41.211,764.539
670,2883,1660302595070,2022-08-12 11:09:55.070,401.065
674,202,1659800176732,2022-08-06 15:36:16.732,41.786
678,18361,1659443079880,2022-08-02 12:24:39.880,585.326
678,13447,1659443104371,2022-08-02 12:25:04.371,24.491
678,16981,1660480668321,2022-08-14 12:37:48.321,59.855
679,7588,1662470585498,2022-09-06 13:23:05.498,3187.412
681,4593,1662086754451,2022-09-02 02:45:54.451,27.731
681,9967,1662183129095,2022-09-03 05:32:09.095,791.486
688,15673,1661173652075,2022-08-22 13:07:32.075,473.933
689,5128,1660482293234,2022-08-14 13:04:53.234,311.757
698,17210,1662970822825,2022-09-12 08:20:22.825,11.443
699,9576,1656294773220,2022-06-27 01:52:53.220,308.9
700,13082,1662782370470,2022-09-10 03:59:30.470,1722.592
704,2761,1660398549613,2022-08-13 13:49:09.613,3078.028
705,19714,1660470161967,2022-08-14 09:42:41.967,1999.704
722,3409,1658215785877,2022-07-19 07:29:45.877,532.507
722,13851,1658216007830,2022-07-19 07:33:27.830,221.953
723,6810,1655352247716,2022-06-16 04:04:07.716,3389.83
723,6572,1660882581716,2022-08-19 04:16:21.716,447.515
723,3260,1661055198504,2022-08-21 04:13:18.504,3341.671
726,11673,1658472738816,2022-07-22 06:52:18.816,3056.275
728,5815,1662895506111,2022-09-11 11:25:06.111,140.434
732,16230,1660360571025,2022-08-13 03:16:11.025,570.381
734,13726,1660221519607,2022-08-11 12:38:39.607,3519.408
739,11125,1655560913304,2022-06-18 14:01:53.304,191.428
744,15942,1658036256522,2022-07-17 05:37:36.522,521.611
745,11367,1660484921097,2022-08-14 13:48:41.097,1888.298
768,19372,1654918211013,2022-06-11 03:30:11.013,474.549
771,11359,1659927528839,2022-08-08 02:58:48.839,2989.805
784,8855,1660817087617,2022-08-18 10:04:47.617,8.173
784,7952,1660817179183,2022-08-18 10:06:19.183,91.566
798,5214,1661857937304,2022-08-30 11:12:17.304,1508.911
801,712,1661437488621,2022-08-25 14:24:48.621,1898.847
807,9603,1660970137400,2022-08-20 04:35:37.400,2005.44
810,10294,1656991100735,2022-07-05 03:18:20.735,3007.27
814,11522,1659786937406,2022-08-06 11:55:37.406,1546.313
816,13198,1659111000941,2022-07-29 16:10:00.941,1234.681
817,15913,1659397846124,2022-08-01 23:50:46.124,436.825
835,13358,1660137980655,2022-08-10 13:26:20.655,2104.689
836,9280,1660243334190,2022-08-11 18:42:14.190,167.051
838,12395,1657010473090,2022-07-05 08:41:13.090,2344.708
841,7609,1656173008497,2022-06-25 16:03:28.497,1785.628
842,8416,1656840218385,2022-07-03 09:23:38.385,1548.587
850,5929,1660557374425,2022-08-15 09:56:14.425,90.783
853,8403,1656635428541,2022-07-01 00:30:28.541,1878.832
862,2741,1659516936415,2022-08-03 08:55:36.415,116.96
883,18431,1658371113026,2022-07-21 02:38:33.026,36.776
883,19280,1658371155757,2022-07-21 02:39:15.757,42.731
883,10308,1658371163709,2022-07-21 02:39:23.709,7.952
883,5593,1658371331678,2022-07-21 02:42:11.678,167.969
885,16709,1656773689727,2022-07-02 14:54:49.727,1029.887
897,4365,1662016022002,2022-09-01 07:07:02.002,1706.771
898,15467,1659171568898,2022-07-30 08:59:28.898,2643.987
914,17009,1662391420133,2022-09-05 15:23:40.133,158.821
915,17135,1658052251851,2022-07-17 10:04:11.851,1079.272
920,18681,1656558700037,2022-06-30 03:11:40.037,2267.475
930,15816,1660702742629,2022-08-17 02:19:02.629,316.194
934,8153,1656552131301,2022-06-30 01:22:11.301,1999.903
943,8218,1662645688952,2022-09-08 14:01:28.952,128.153
944,19387,1661486201648,2022-08-26 03:56:41.648,260.12
945,12408,1656666595890,2022-07-01 09:09:55.890,86.433
947,3072,1657798769329,2022-07-14 11:39:29.329,947.985
948,2656,1656930261463,2022-07-04 10:24:21.463,539.451
954,2997,1661602242663,2022-08-27 12:10:42.663,352.165
956,13358,1660134434871,2022-08-10 12:27:14.871,2886.977
956,3260,1660565896010,2022-08-15 12:18:16.010,3277.327
961,6700,1661776411768,2022-08-29 12:33:31.768,1127.212
963,14669,1661043122452,2022-08-21 00:52:02.452,39.786
965,6147,1658814609704,2022-07-26 05:50:09.704,1727.119
967,4780,1658267748405,2022-07-19 21:55:48.405,31.551
967,3022,1660079212709,2022-08-09 21:06:52.709,542.218
967,4530,1660246262460,2022-08-11 19:31:02.460,819.226
967,1689,1662465129901,2022-09-06 11:52:09.901,1234.995
967,16155,1662804400808,2022-09-10 10:06:40.808,2928.426
982,10542,1661133139305,2022-08-22 01:52:19.305,3172.344
987,2936,1662809605638,2022-09-10 11:33:25.638,1214.694
998,4990,1659504943225,2022-08-03 05:35:43.225,144.554
1000,8386,1662540332494,2022-09-07 08:45:32.494,2535.618
1012,314,1653206809062,2022-05-22 08:06:49.062,3286.695
1018,8470,1661151231730,2022-08-22 06:53:51.730,1967.199
1031,10355,1660187697465,2022-08-11 03:14:57.465,152.227
1034,8259,1658881566744,2022-07-27 00:26:06.744,547.343
1034,8972,1658883886494,2022-07-27 01:04:46.494,2319.75
1036,12085,1656519870935,2022-06-29 16:24:30.935,73.071
1047,7877,1657082661996,2022-07-06 04:44:21.996,389.979
1047,13605,1661383345222,2022-08-24 23:22:25.222,8.933
1048,7831,1660347008007,2022-08-12 23:30:08.007,344.318
1054,18337,1662720682746,2022-09-09 10:51:22.746,581.381
1057,2598,1657197111369,2022-07-07 12:31:51.369,143.67
1066,12239,1660583434342,2022-08-15 17:10:34.342,3034.342
1067,10084,1659233749473,2022-07-31 02:15:49.473,149.853
1067,7607,1662149737702,2022-09-02 20:15:37.702,1271.501
1073,9519,1662043811223,2022-09-01 14:50:11.223,607.254
1080,387,1662877807129,2022-09-11 06:30:07.129,869.754
1096,9243,1648203116395,2022-03-25 10:11:56.395,1825.878
1098,7604,1657431597647,2022-07-10 05:39:57.647,738.687
1098,1721,1657720335487,2022-07-13 13:52:15.487,381.615
1098,10452,1658678357203,2022-07-24 15:59:17.203,2227.169
1098,19717,1660466187265,2022-08-14 08:36:27.265,1696.928
1098,9366,1662921567950,2022-09-11 18:39:27.950,2539.036
1099,10867,1660885935600,2022-08-19 05:12:15.600,2368.965
1099,3358,1660886763980,2022-08-19 05:26:03.980,828.38
1099,11384,1660892659550,2022-08-19 07:04:19.550,471.601
1099,9078,1661255854204,2022-08-23 11:57:34.204,1855.326
1100,17959,1660091304909,2022-08-10 00:28:24.909,34.467
1106,15795,1659193888471,2022-07-30 15:11:28.471,2012.584
1111,4387,1650883656681,2022-04-25 10:47:36.681,1991.593
1113,10143,1658828162487,2022-07-26 09:36:02.487,154.333
1118,6741,1658584934260,2022-07-23 14:02:14.260,580.938
1129,13875,1658661163051,2022-07-24 11:12:43.051,755.83
1132,12593,1658735989347,2022-07-25 07:59:49.347,3324.429
1133,17037,1660883786133,2022-08-19 04:36:26.133,454.226
1136,7156,1656512225427,2022-06-29 14:17:05.427,214.351
1139,11688,1656067772782,2022-06-24 10:49:32.782,2783.015
1143,18350,1660985490862,2022-08-20 08:51:30.862,656.713
1143,566,1660985628433,2022-08-20 08:53:48.433,137.571
1145,2879,1657547237977,2022-07-11 13:47:17.977,195.507
1147,15843,1661581489169,2022-08-27 06:24:49.169,395.325
1150,5949,1652433453007,2022-05-13 09:17:33.007,221.488
1161,1458,1659835824585,2022-08-07 01:30:24.585,1591.687
1168,4134,1662180545158,2022-09-03 04:49:05.158,355.037
1185,16485,1661476109861,2022-08-26 01:08:29.861,1731.071
1191,7959,1658888291594,2022-07-27 02:18:11.594,1361.647
1196,15764,1662728313801,2022-09-09 12:58:33.801,1536.518
1205,249,1659931122729,2022-08-08 03:58:42.729,199.057
1220,12650,1658314038556,2022-07-20 10:47:18.556,546.855
1220,19270,1660819096849,2022-08-18 10:38:16.849,1916.669
1220,1713,1660876699004,2022-08-19 02:38:19.004,1780.946
1222,11696,1653920741464,2022-05-30 14:25:41.464,1205.24
1244,6736,1660787419316,2022-08-18 01:50:19.316,3485.613
1246,4380,1660052568450,2022-08-09 13:42:48.450,1869.309
1246,13735,1660052708629,2022-08-09 13:45:08.629,140.179
1246,16386,1660053800046,2022-08-09 14:03:20.046,1091.417
1246,13489,1661101177989,2022-08-21 16:59:37.989,2211.428
1246,3668,1661588997822,2022-08-27 08:29:57.822,507.152
1246,4343,1661589566412,2022-08-27 08:39:26.412,568.59
1246,12160,1661590437935,2022-08-27 08:53:57.935,871.523
1253,17201,1658747348583,2022-07-25 11:09:08.583,3524.45
1254,6369,1662701543804,2022-09-09 05:32:23.804,1060.382
1256,6741,1660189823054,2022-08-11 03:50:23.054,3156.452
1261,873,1656501445798,2022-06-29 11:17:25.798,21.406
1270,14019,1662971453591,2022-09-12 08:30:53.591,2535.626
1271,908,1657970578202,2022-07-16 11:22:58.202,300.107
1292,16092,1660554315337,2022-08-15 09:05:15.337,317.81
1295,4235,1662956015977,2022-09-12 04:13:35.977,2926.177
1297,2889,1661592768704,2022-08-27 09:32:48.704,2919.628
1304,5899,1661666909701,2022-08-28 06:08:29.701,1674.879
1309,10663,1657190729195,2022-07-07 10:45:29.195,215.259
1321,17654,1660447472940,2022-08-14 03:24:32.940,48.911
1326,14095,1652796574317,2022-05-17 14:09:34.317,1183.62
1329,3260,1660544672315,2022-08-15 06:24:32.315,426.408
1333,120,1660457117834,2022-08-14 06:05:17.834,1906.721
1338,3612,1659523523506,2022-08-03 10:45:23.506,182.426
1338,11876,1661242075331,2022-08-23 08:07:55.331,584.868
1338,8155,1662556750203,2022-09-07 13:19:10.203,1551.416
1340,2088,1660486377809,2022-08-14 14:12:57.809,625.625
1344,9667,1657439410032,2022-07-10 07:50:10.032,3034.915
1356,112,1661048644653,2022-08-21 02:24:04.653,3108.603
1359,3683,1662805448905,2022-09-10 10:24:08.905,1295.206
1365,907,1657455166453,2022-07-10 12:12:46.453,2280.672
1366,1155,1660170948089,2022-08-10 22:35:48.089,1284.659
1389,15301,1661853070891,2022-08-30 09:51:10.891,656.702
1390,2392,1657337715395,2022-07-09 03:35:15.395,115.343
1390,14367,1657341149458,2022-07-09 04:32:29.458,3434.063
1390,7304,1662356572044,2022-09-05 05:42:52.044,1269.449
1391,16802,1658792042884,2022-07-25 23:34:02.884,202.39
1403,17354,1658203641014,2022-07-19 04:07:21.014,155.933
1403,16024,1659365088490,2022-08-01 14:44:48.490,788.068
1408,265,1662301344194,2022-09-04 14:22:24.194,2608.046
1411,11877,1660135137185,2022-08-10 12:38:57.185,700.924
1411,14864,1660874903098,2022-08-19 02:08:23.098,709.737
1411,16280,1661392290090,2022-08-25 01:51:30.090,1698.716
1414,18493,1657615353956,2022-07-12 08:42:33.956,576.677
1415,11097,1657950405550,2022-07-16 05:46:45.550,2122.036
1416,4211,1662807502915,2022-09-10 10:58:22.915,957.734
1421,482,1662196968144,2022-09-03 09:22:48.144,166.134
1426,211,1656640808407,2022-07-01 02:00:08.407,1027.626
1428,5364,1661528063319,2022-08-26 15:34:23.319,1278.508
1440,17892,1661415006934,2022-08-25 08:10:06.934,1569.057
1444,11202,1662792094678,2022-09-10 06:41:34.678,105.941
1449,3735,1655380189018,2022-06-16 11:49:49.018,1206.545
1449,9611,1658064521606,2022-07-17 13:28:41.606,3381.717
1464,5589,1659782095173,2022-08-06 10:34:55.173,207.354
1467,11945,1656510496940,2022-06-29 13:48:16.940,289.89
1470,13232,1661836467039,2022-08-30 05:14:27.039,97.595
1481,17993,1662015321249,2022-09-01 06:55:21.249,1780.32
1481,6036,1662016537065,2022-09-01 07:15:37.065,1215.816
1484,12352,1655893476655,2022-06-22 10:24:36.655,2256.148
1485,7743,1656931638565,2022-07-04 10:47:18.565,2872.128
1506,11768,1658809436170,2022-07-26 04:23:56.170,272.984
1507,7712,1661314953016,2022-08-24 04:22:33.016,2486.64
1511,8996,1660817717160,2022-08-18 10:15:17.160,262.522
1511,16398,1662741255662,2022-09-09 16:34:15.662,175.857
1512,18387,1651314511346,2022-04-30 10:28:31.346,2199.359
1512,6628,1658829378427,2022-07-26 09:56:18.427,764.536
1512,16217,1658829614549,2022-07-26 10:00:14.549,236.122
1512,13263,1662636577312,2022-09-08 11:29:37.312,112.056
1513,6736,1660613985349,2022-08-16 01:39:45.349,123.647
1515,8465,1660559122851,2022-08-15 10:25:22.851,205.089
1522,8209,1662188042213,2022-09-03 06:54:02.213,1216.448
1534,4365,1661924369307,2022-08-31 05:39:29.307,285.773
1539,18005,1660626768176,2022-08-16 05:12:48.176,1737.106
1544,12326,1659323470322,2022-08-01 03:11:10.322,79.263
1549,10237,1661219525475,2022-08-23 01:52:05.475,239.872
1549,7976,1661219995429,2022-08-23 01:59:55.429,469.954
1549,9725,1661220002730,2022-08-23 02:00:02.730,7.301
1549,11989,1661220057314,2022-08-23 02:00:57.314,54.584
1556,8363,1660660437630,2022-08-16 14:33:57.630,768.529
1556,19165,1660747303894,2022-08-17 14:41:43.894,529.009
1557,9792,1658141225919,2022-07-18 10:47:05.919,816.543
1559,7675,1662912082444,2022-09-11 16:01:22.444,86.383
1561,10055,1660259425990,2022-08-11 23:10:25.990,505.658
1573,4134,1661726037199,2022-08-28 22:33:57.199,61.041
1573,4851,1661726653126,2022-08-28 22:44:13.126,615.927
1573,13387,1661726734811,2022-08-28 22:45:34.811,81.685
1573,4509,1662978892084,2022-09-12 10:34:52.084,988.448
1582,6288,1659714524855,2022-08-05 15:48:44.855,656.392
1583,11409,1659349226135,2022-08-01 10:20:26.135,1401.571
1594,5962,1661776421707,2022-08-29 12:33:41.707,31.131
1602,14073,1656209712489,2022-06-26 02:15:12.489,810.232
1603,278,1662771419013,2022-09-10 00:56:59.013,3045.08
1605,12264,1651979473730,2022-05-08 03:11:13.730,595.071
1610,10591,1662275128373,2022-09-04 07:05:28.373,216.238
1610,14747,1662275409523,2022-09-04 07:10:09.523,281.15
1622,7155,1659933148351,2022-08-08 04:32:28.351,572.855
1622,7821,1660185247220,2022-08-11 02:34:07.220,1481.024
1622,15091,1660188341576,2022-08-11 03:25:41.576,3094.356
1623,5183,1661160574368,2022-08-22 09:29:34.368,771.436
1625,13781,1657975585241,2022-07-16 12:46:25.241,2204.812
1625,11811,1659397586808,2022-08-01 23:46:26.808,96.033
1625,19659,1660672011075,2022-08-16 17:46:51.075,548.557
1625,12630,1660843248480,2022-08-18 17:20:48.480,555.114
1633,18001,1659080257120,2022-07-29 07:37:37.120,1545.262
1633,12201,1662092480971,2022-09-02 04:21:20.971,130.232
1633,19716,1662093995816,2022-09-02 04:46:35.816,1514.845
1638,8414,1650618220071,2022-04-22 09:03:40.071,2593.152
1639,17376,1659620593825,2022-08-04 13:43:13.825,1495.481
1639,14034,1660912977013,2022-08-19 12:42:57.013,991.202
1640,13716,1660731691607,2022-08-17 10:21:31.607,1400.307
1647,9049,1659488132493,2022-08-03 00:55:32.493,127.873
1653,1840,1660919987938,2022-08-19 14:39:47.938,847.835
1654,7252,1662806857740,2022-09-10 10:47:37.740,1840.836
1656,18321,1661565928805,2022-08-27 02:05:28.805,125.226
1669,9227,1661925630441,2022-08-31 06:00:30.441,256.697
1671,5129,1655598361103,2022-06-19 00:26:01.103,1171.422
1673,10939,1662296142981,2022-09-04 12:55:42.981,399.861
1673,14513,1662806668239,2022-09-10 10:44:28.239,184.309
1673,17064,1662808310119,2022-09-10 11:11:50.119,1641.88
1673,5387,1662856094945,2022-09-11 00:28:14.945,2573.957
1675,17596,1647935589875,2022-03-22 07:53:09.875,101.022
1675,10318,1655891229085,2022-06-22 09:47:09.085,1875.292
1675,93,1658125138283,2022-07-18 06:18:58.283,1948.578
1675,6432,1658872278104,2022-07-26 21:51:18.104,544.46
1682,10459,1660395617591,2022-08-13 13:00:17.591,1241.152
1687,16082,1660712526563,2022-08-17 05:02:06.563,445.159
1699,16414,1660107394280,2022-08-10 04:56:34.280,1303.442
1704,14936,1659878516363,2022-08-07 13:21:56.363,35.649
1705,1690,1660925218416,2022-08-19 16:06:58.416,1089.523
1712,16961,1660623096861,2022-08-16 04:11:36.861,1714.825
1730,15335,1654492922851,2022-06-06 05:22:02.851,359.521
1736,18343,1660141844211,2022-08-10 14:30:44.211,654.476
1736,4978,1660141986693,2022-08-10 14:33:06.693,142.482
1736,5756,1660142157021,2022-08-10 14:35:57.021,170.328
1736,17466,1660142177025,2022-08-10 14:36:17.025,20.004
1741,3682,1662785884399,2022-09-10 04:58:04.399,2865.771
1746,15982,1661733811668,2022-08-29 00:43:31.668,1000.539
1746,5606,1661734453441,2022-08-29 00:54:13.441,641.773
1746,5319,1662284553562,2022-09-04 09:42:33.562,234.872
1746,11754,1662286705622,2022-09-04 10:18:25.622,2152.06
1754,3450,1656184672503,2022-06-25 19:17:52.503,719.266
1762,7831,1660731054270,2022-08-17 10:10:54.270,2358.426
1762,17163,1661912832616,2022-08-31 02:27:12.616,155.279
1767,5509,1657277562323,2022-07-08 10:52:42.323,3557.4
1767,5922,1657785320352,2022-07-14 07:55:20.352,2737.445
1771,7575,1661839279954,2022-08-30 06:01:19.954,227.41
1771,14627,1662028848441,2022-09-01 10:40:48.441,726.931
1779,18216,1654689638611,2022-06-08 12:00:38.611,18.805
1788,5176,1662900764969,2022-09-11 12:52:44.969,2775.53
1792,12637,1660727031402,2022-08-17 09:03:51.402,468.113
1792,14552,1661858589482,2022-08-30 11:23:09.482,2816.701
1797,1467,1662901537058,2022-09-11 13:05:37.058,1335.81
1801,11716,1651553417001,2022-05-03 04:50:17.001,515.388
1804,9499,1657802239175,2022-07-14 12:37:19.175,2668.03
1804,5855,1659273751745,2022-07-31 13:22:31.745,479.297
1806,9346,1660192565464,2022-08-11 04:36:05.464,3468.632
1806,18215,1661093046857,2022-08-21 14:44:06.857,614.814
1806,9589,1661909744414,2022-08-31 01:35:44.414,2060.96
1806,14692,1661960833587,2022-08-31 15:47:13.587,906.206
