user,session_info
7184,2022-07-19 10:03:23 (item: 2701) -> 2022-07-19 10:03:40 (item: 13140.0)
7375,2022-09-05 14:45:01 (item: 17450) -> 2022-09-05 14:45:32 (item: 17406.0)
7401,2022-07-10 00:52:22 (item: 4438) -> 2022-07-10 00:52:39 (item: 4801.0)
7452,2022-08-17 15:06:13 (item: 4381) -> 2022-08-17 15:06:29 (item: 14616.0)
7473,2022-07-30 06:34:38 (item: 8846) -> 2022-07-30 06:35:11 (item: 15152.0)
7477,2022-08-28 03:12:42 (item: 15881) -> 2022-08-28 03:13:06 (item: 13232.0)
7526,2022-08-14 03:11:07 (item: 16255) -> 2022-08-14 03:11:31 (item: 57.0)
7564,2022-08-16 15:10:35 (item: 16255) -> 2022-08-16 15:11:20 (item: 4601.0)
7598,2022-07-05 08:52:49 (item: 11097) -> 2022-07-05 08:53:13 (item: 8710.0)
7598,2022-09-01 09:59:01 (item: 15881) -> 2022-09-01 09:59:51 (item: 13568.0)
7598,2022-09-01 09:59:51 (item: 13568) -> 2022-09-01 10:00:24 (item: 13211.0)
7626,2022-08-03 08:27:10 (item: 13812) -> 2022-08-03 08:27:27 (item: 10357.0)
7674,2022-08-30 02:52:46 (item: 9779) -> 2022-08-30 02:53:34 (item: 5012.0)
7693,2022-09-02 14:37:53 (item: 11669) -> 2022-09-02 14:38:38 (item: 482.0)
7785,2022-08-26 10:06:11 (item: 1719) -> 2022-08-26 10:06:26 (item: 12133.0)
7791,2022-05-10 11:08:48 (item: 2794) -> 2022-05-10 11:09:39 (item: 16626.0)
7873,2022-06-29 03:25:27 (item: 3924) -> 2022-06-29 03:26:10 (item: 8572.0)
8009,2022-07-28 07:37:20 (item: 14773) -> 2022-07-28 07:37:39 (item: 6377.0)
8109,2022-07-25 07:14:03 (item: 3396) -> 2022-07-25 07:15:02 (item: 16423.0)
8267,2022-08-05 21:55:45 (item: 6378) -> 2022-08-05 21:56:17 (item: 5338.0)
8442,2022-06-27 03:28:04 (item: 11097) -> 2022-06-27 03:28:28 (item: 8710.0)
8442,2022-07-05 04:05:40 (item: 13296) -> 2022-07-05 04:06:00 (item: 11984.0)
8447,2022-06-22 12:11:14 (item: 6810) -> 2022-06-22 12:11:47 (item: 7481.0)
8448,2022-07-02 06:24:08 (item: 16095) -> 2022-07-02 06:25:01 (item: 10343.0)
8448,2022-08-08 12:21:00 (item: 16981) -> 2022-08-08 12:21:25 (item: 13072.0)
8460,2022-08-02 10:47:53 (item: 13447) -> 2022-08-02 10:48:21 (item: 6245.0)
8500,2022-08-18 04:24:55 (item: 18028) -> 2022-08-18 04:25:37 (item: 1867.0)
8560,2022-07-14 05:23:16 (item: 11642) -> 2022-07-14 05:23:36 (item: 15530.0)
8562,2022-08-28 11:56:52 (item: 14034) -> 2022-08-28 11:57:15 (item: 18746.0)
8610,2022-09-05 16:09:12 (item: 17450) -> 2022-09-05 16:09:38 (item: 17406.0)
8685,2022-07-24 18:10:57 (item: 7220) -> 2022-07-24 18:11:16 (item: 11813.0)
8792,2022-07-05 22:02:51 (item: 16886) -> 2022-07-05 22:03:40 (item: 9139.0)
8792,2022-07-19 02:20:55 (item: 15775) -> 2022-07-19 02:21:42 (item: 9203.0)
8805,2022-08-12 13:49:11 (item: 6593) -> 2022-08-12 13:49:33 (item: 2567.0)
8811,2022-07-17 11:44:50 (item: 1757) -> 2022-07-17 11:45:45 (item: 16726.0)
8829,2022-07-07 23:50:18 (item: 17534) -> 2022-07-07 23:51:14 (item: 1740.0)
8864,2022-07-20 16:35:38 (item: 16199) -> 2022-07-20 16:35:57 (item: 17834.0)
8871,2022-08-08 12:44:49 (item: 4775) -> 2022-08-08 12:45:44 (item: 17295.0)
9045,2022-08-25 10:23:39 (item: 19475) -> 2022-08-25 10:24:32 (item: 13232.0)
9114,2022-07-21 13:36:14 (item: 4208) -> 2022-07-21 13:36:46 (item: 6213.0)
9171,2022-08-27 05:13:08 (item: 4993) -> 2022-08-27 05:13:45 (item: 5544.0)
9313,2022-09-08 00:45:02 (item: 12327) -> 2022-09-08 00:45:47 (item: 11437.0)
9368,2022-08-24 01:12:24 (item: 7638) -> 2022-08-24 01:12:41 (item: 9388.0)
9402,2022-09-03 04:56:53 (item: 19283) -> 2022-09-03 04:57:15 (item: 10314.0)
9554,2022-07-08 13:33:52 (item: 9139) -> 2022-07-08 13:34:21 (item: 11068.0)
9571,2022-07-21 13:26:32 (item: 7325) -> 2022-07-21 13:27:31 (item: 15751.0)
9774,2022-07-01 12:47:18 (item: 3985) -> 2022-07-01 12:48:00 (item: 4775.0)
9788,2022-07-12 09:13:17 (item: 12120) -> 2022-07-12 09:13:40 (item: 12824.0)
9901,2022-09-01 13:29:20 (item: 7607) -> 2022-09-01 13:30:16 (item: 9128.0)
10001,2022-09-07 13:42:54 (item: 1523) -> 2022-09-07 13:43:23 (item: 12073.0)
10225,2022-08-30 08:32:24 (item: 14156) -> 2022-08-30 08:32:50 (item: 953.0)
10282,2022-08-18 13:17:32 (item: 57) -> 2022-08-18 13:17:47 (item: 13358.0)
10354,2022-08-21 13:39:15 (item: 10388) -> 2022-08-21 13:40:14 (item: 5606.0)
10410,2022-08-01 11:09:38 (item: 8938) -> 2022-08-01 11:10:13 (item: 421.0)
10428,2022-07-08 11:20:27 (item: 9666) -> 2022-07-08 11:21:09 (item: 412.0)
10440,2022-08-29 23:01:59 (item: 4619) -> 2022-08-29 23:02:28 (item: 11274.0)
10442,2022-06-21 11:27:03 (item: 3539) -> 2022-06-21 11:27:52 (item: 6125.0)
10538,2022-08-23 10:52:25 (item: 18514) -> 2022-08-23 10:53:01 (item: 13051.0)
10580,2022-08-10 15:37:56 (item: 17318) -> 2022-08-10 15:38:21 (item: 18143.0)
10580,2022-08-24 01:47:09 (item: 8484) -> 2022-08-24 01:47:28 (item: 17456.0)
10597,2022-08-19 08:02:30 (item: 19099) -> 2022-08-19 08:03:15 (item: 6960.0)
10784,2022-07-25 04:53:02 (item: 7586) -> 2022-07-25 04:53:19 (item: 6004.0)
10787,2022-09-01 09:38:55 (item: 3443) -> 2022-09-01 09:39:19 (item: 11744.0)
10787,2022-09-04 14:21:01 (item: 6135) -> 2022-09-04 14:21:37 (item: 6012.0)
10817,2022-08-27 06:18:53 (item: 16217) -> 2022-08-27 06:19:27 (item: 17118.0)
10817,2022-08-27 06:19:27 (item: 17118) -> 2022-08-27 06:19:59 (item: 12211.0)
10817,2022-08-27 06:19:59 (item: 12211) -> 2022-08-27 06:20:22 (item: 15632.0)
10903,2022-08-02 13:04:58 (item: 8756) -> 2022-08-02 13:05:14 (item: 8998.0)
10903,2022-08-02 13:05:14 (item: 8998) -> 2022-08-02 13:05:51 (item: 17999.0)
10946,2022-07-30 01:56:02 (item: 2898) -> 2022-07-30 01:56:26 (item: 17884.0)
10960,2022-05-13 15:53:43 (item: 2677) -> 2022-05-13 15:54:23 (item: 7551.0)
10997,2022-08-25 19:03:08 (item: 12708) -> 2022-08-25 19:03:59 (item: 12174.0)
11042,2022-08-30 16:44:27 (item: 9178) -> 2022-08-30 16:45:19 (item: 14166.0)
11064,2022-08-09 17:16:47 (item: 3392) -> 2022-08-09 17:17:08 (item: 3924.0)
11077,2022-07-21 10:34:33 (item: 10088) -> 2022-07-21 10:34:49 (item: 9972.0)
11077,2022-07-21 10:35:21 (item: 1424) -> 2022-07-21 10:35:57 (item: 11316.0)
11077,2022-07-21 10:43:28 (item: 9951) -> 2022-07-21 10:44:16 (item: 18810.0)
11235,2022-08-27 03:13:49 (item: 12576) -> 2022-08-27 03:14:39 (item: 3840.0)
11280,2022-08-14 09:00:52 (item: 17959) -> 2022-08-14 09:01:23 (item: 57.0)
11299,2022-07-04 06:28:10 (item: 3504) -> 2022-07-04 06:28:38 (item: 14933.0)
11333,2022-07-17 15:16:09 (item: 15136) -> 2022-07-17 15:16:37 (item: 3115.0)
11418,2022-09-07 10:50:50 (item: 18516) -> 2022-09-07 10:51:24 (item: 11746.0)
11454,2022-08-22 04:24:06 (item: 8493) -> 2022-08-22 04:24:42 (item: 14575.0)
11476,2022-08-01 04:47:51 (item: 9707) -> 2022-08-01 04:48:19 (item: 11811.0)
11511,2022-06-24 15:26:02 (item: 11027) -> 2022-06-24 15:26:30 (item: 9560.0)
11521,2022-08-28 23:03:22 (item: 1846) -> 2022-08-28 23:04:17 (item: 15881.0)
11622,2022-09-05 05:04:29 (item: 10583) -> 2022-09-05 05:04:47 (item: 18385.0)
11637,2022-03-28 12:20:21 (item: 18938) -> 2022-03-28 12:20:47 (item: 6948.0)
11751,2022-08-27 23:36:03 (item: 9512) -> 2022-08-27 23:36:19 (item: 16077.0)
11812,2022-05-30 10:43:43 (item: 1086) -> 2022-05-30 10:44:07 (item: 13010.0)
11812,2022-05-30 10:45:52 (item: 5297) -> 2022-05-30 10:46:23 (item: 18313.0)
11858,2022-08-23 06:26:06 (item: 3262) -> 2022-08-23 06:26:43 (item: 8170.0)
11885,2022-08-21 15:02:36 (item: 1996) -> 2022-08-21 15:03:04 (item: 4072.0)
12075,2022-06-27 10:37:45 (item: 11097) -> 2022-06-27 10:38:16 (item: 8710.0)
12075,2022-08-15 10:37:04 (item: 3260) -> 2022-08-15 10:37:55 (item: 6539.0)
12078,2022-09-12 02:44:12 (item: 16444) -> 2022-09-12 02:44:43 (item: 9672.0)
12095,2022-08-22 10:50:44 (item: 9906) -> 2022-08-22 10:51:06 (item: 6016.0)
12127,2022-07-26 15:59:49 (item: 15775) -> 2022-07-26 16:00:42 (item: 19731.0)
12127,2022-08-07 13:07:25 (item: 18361) -> 2022-08-07 13:07:55 (item: 3612.0)
12184,2022-07-26 01:50:09 (item: 16170) -> 2022-07-26 01:50:25 (item: 2657.0)
12224,2022-07-11 02:48:10 (item: 9139) -> 2022-07-11 02:48:58 (item: 1740.0)
12224,2022-09-02 08:50:56 (item: 15881) -> 2022-09-02 08:51:15 (item: 7607.0)
12224,2022-09-10 05:48:37 (item: 12327) -> 2022-09-10 05:48:58 (item: 3614.0)
12365,2022-08-09 22:15:41 (item: 3626) -> 2022-08-09 22:16:34 (item: 9261.0)
12370,2022-08-20 06:06:36 (item: 4123) -> 2022-08-20 06:07:05 (item: 9779.0)
12444,2022-09-09 00:33:52 (item: 7087) -> 2022-09-09 00:34:28 (item: 11247.0)
12444,2022-09-09 00:34:28 (item: 11247) -> 2022-09-09 00:35:04 (item: 8785.0)
12444,2022-09-09 00:35:11 (item: 7964) -> 2022-09-09 00:36:07 (item: 11244.0)
12451,2022-08-19 07:21:09 (item: 6481) -> 2022-08-19 07:21:49 (item: 17069.0)
12459,2022-05-03 05:33:49 (item: 520) -> 2022-05-03 05:34:10 (item: 495.0)
12491,2022-07-27 22:46:36 (item: 19216) -> 2022-07-27 22:46:55 (item: 7375.0)
12548,2022-08-15 15:43:12 (item: 14025) -> 2022-08-15 15:43:30 (item: 17718.0)
12569,2022-08-14 01:53:19 (item: 17797) -> 2022-08-14 01:53:54 (item: 10965.0)
12651,2022-06-17 09:26:28 (item: 16025) -> 2022-06-17 09:26:48 (item: 9058.0)
12670,2022-08-25 07:44:59 (item: 10665) -> 2022-08-25 07:45:55 (item: 5106.0)
12683,2022-07-04 05:13:15 (item: 17375) -> 2022-07-04 05:13:31 (item: 1289.0)
12688,2022-06-20 04:44:55 (item: 12186) -> 2022-06-20 04:45:28 (item: 745.0)
12740,2022-08-16 08:17:12 (item: 18285) -> 2022-08-16 08:17:59 (item: 12808.0)
12795,2022-08-23 03:03:45 (item: 16197) -> 2022-08-23 03:04:27 (item: 16549.0)
12851,2022-07-23 11:32:51 (item: 8185) -> 2022-07-23 11:33:26 (item: 6201.0)
12864,2022-08-15 05:15:19 (item: 6539) -> 2022-08-15 05:16:10 (item: 3260.0)
12969,2022-08-23 01:49:42 (item: 10684) -> 2022-08-23 01:50:01 (item: 10749.0)
12971,2022-07-11 22:39:11 (item: 11904) -> 2022-07-11 22:39:27 (item: 12945.0)
13037,2022-08-02 11:13:39 (item: 1178) -> 2022-08-02 11:14:21 (item: 2392.0)
13042,2022-07-04 08:22:10 (item: 5426) -> 2022-07-04 08:22:39 (item: 16468.0)
13042,2022-07-05 01:57:27 (item: 13805) -> 2022-07-05 01:57:52 (item: 1469.0)
13111,2022-07-15 15:55:06 (item: 11647) -> 2022-07-15 15:55:59 (item: 7380.0)
13315,2022-07-14 15:56:51 (item: 2241) -> 2022-07-14 15:57:33 (item: 12103.0)
13350,2022-08-22 10:24:08 (item: 421) -> 2022-08-22 10:24:34 (item: 16057.0)
13356,2022-06-27 22:37:32 (item: 11097) -> 2022-06-27 22:37:56 (item: 8710.0)
13356,2022-07-13 05:37:37 (item: 11642) -> 2022-07-13 05:38:11 (item: 4551.0)
13356,2022-08-16 02:17:30 (item: 3260) -> 2022-08-16 02:17:46 (item: 6539.0)
13445,2022-04-30 13:10:30 (item: 8249) -> 2022-04-30 13:10:58 (item: 6920.0)
13492,2022-08-14 19:08:01 (item: 11585) -> 2022-08-14 19:08:25 (item: 11304.0)
13665,2022-08-23 07:52:36 (item: 1933) -> 2022-08-23 07:53:12 (item: 13904.0)
13692,2022-07-28 02:58:23 (item: 3336) -> 2022-07-28 02:59:20 (item: 7198.0)
13705,2022-07-27 08:53:55 (item: 18481) -> 2022-07-27 08:54:35 (item: 5570.0)
13705,2022-07-27 08:54:35 (item: 5570) -> 2022-07-27 08:55:30 (item: 12139.0)
13807,2022-07-04 08:16:28 (item: 311) -> 2022-07-04 08:17:17 (item: 745.0)
13930,2022-08-21 13:56:37 (item: 57) -> 2022-08-21 13:57:21 (item: 9512.0)
13986,2022-04-29 13:32:26 (item: 414) -> 2022-04-29 13:32:49 (item: 15531.0)
14035,2022-08-03 03:21:48 (item: 8730) -> 2022-08-03 03:22:11 (item: 13483.0)
14035,2022-08-03 03:22:25 (item: 12675) -> 2022-08-03 03:22:48 (item: 9540.0)
14042,2022-07-10 15:17:14 (item: 9058) -> 2022-07-10 15:18:13 (item: 16988.0)
14065,2022-07-21 10:31:49 (item: 17441) -> 2022-07-21 10:32:07 (item: 10663.0)
14215,2022-07-31 14:24:31 (item: 1639) -> 2022-07-31 14:25:06 (item: 13605.0)
14229,2022-08-14 01:20:14 (item: 5716) -> 2022-08-14 01:20:41 (item: 4264.0)
14235,2022-08-12 05:03:36 (item: 12411) -> 2022-08-12 05:04:16 (item: 2392.0)
14276,2022-07-16 09:35:27 (item: 604) -> 2022-07-16 09:36:14 (item: 10525.0)
14300,2022-07-13 10:57:25 (item: 15914) -> 2022-07-13 10:58:21 (item: 5621.0)
14358,2022-08-18 02:23:46 (item: 10118) -> 2022-08-18 02:24:17 (item: 12870.0)
14358,2022-08-20 09:28:40 (item: 3604) -> 2022-08-20 09:29:20 (item: 10026.0)
14393,2022-07-23 07:10:41 (item: 10248) -> 2022-07-23 07:11:21 (item: 13926.0)
14500,2022-08-31 13:54:00 (item: 8086) -> 2022-08-31 13:54:43 (item: 16675.0)
14566,2022-07-27 06:55:52 (item: 5601) -> 2022-07-27 06:56:10 (item: 5386.0)
14596,2022-05-04 13:46:59 (item: 10576) -> 2022-05-04 13:47:40 (item: 9648.0)
14640,2022-09-10 11:19:09 (item: 13397) -> 2022-09-10 11:20:03 (item: 1163.0)
14758,2022-07-04 01:15:53 (item: 12331) -> 2022-07-04 01:16:14 (item: 19708.0)
14768,2022-08-31 22:42:59 (item: 4018) -> 2022-08-31 22:43:23 (item: 5595.0)
14770,2022-09-04 05:37:42 (item: 17178) -> 2022-09-04 05:38:40 (item: 8324.0)
14829,2022-07-08 02:16:49 (item: 15572) -> 2022-07-08 02:17:15 (item: 17534.0)
14829,2022-07-08 02:17:15 (item: 17534) -> 2022-07-08 02:17:58 (item: 1740.0)
14953,2022-09-08 16:54:24 (item: 4520) -> 2022-09-08 16:55:07 (item: 1864.0)
14989,2022-08-16 12:54:00 (item: 14575) -> 2022-08-16 12:54:26 (item: 8049.0)
